M502,18,502,500,FALSE
M503,18,503,500,FALSE
M503B,18,503,500,TRUE
M504,18,504,500,FALSE
M507,18,507,500,FALSE
M508,18,508,500,FALSE
M509,18,509,509,FALSE
M509B,18,509,509,TRUE
M510,18,510,500,FALSE
M511,18,511,500,FALSE
M512,18,512,500,FALSE
M514,18,514,500,FALSE
M517,18,517,500,FALSE
M518,18,518,500,FALSE
M520,18,520,500,FALSE
M521,18,521,520,FALSE
M521B,18,521,520,TRUE
M522,18,522,500,FALSE
M523,18,523,500,FALSE
M523B,18,523,500,TRUE
M524,18,524,500,FALSE
M525,18,525,500,FALSE
M526,18,526,500,FALSE
M526B,18,526,500,TRUE
M603,18,603,600,FALSE
M604,18,604,600,FALSE
M606,18,606,600,FALSE
M606B,18,606,600,TRUE
M607,18,607,600,FALSE
M610,18,610,600,FALSE
M612,18,612,600,FALSE
M614,18,614,600,FALSE
M614B,18,614,600,TRUE
M615,18,615,600,FALSE
M615C,18,615,600,TRUE
M615B,18,615,600,FALSE
M617,18,617,600,FALSE
M619,18,619,600,FALSE
M622,18,622,600,FALSE
M622B,18,622,600,TRUE
M625,18,625,600,FALSE
M625B,18,625,600,FALSE
M625C,18,625,600,TRUE
M626,18,626,600,FALSE
M627,18,627,600,FALSE
M635,18,635,600,FALSE
M635B,18,635,600,FALSE
M635C,18,635,600,TRUE
MCU100,19,105,100,FALSE
MCU202,19,202,200,FALSE
MCU209,19,209,200,FALSE
MCU301,19,301,300,FALSE
MCU302,19,302,300,FALSE
MCU415,19,415,400,FALSE
MCU435,19,435,400,FALSE
MCU442,19,442,400,FALSE
MCU516,19,516,500,FALSE
MCU523,19,523,500,FALSE
MCU524,19,524,500,FALSE
MCU603,19,603,600,FALSE
MCU615,19,615,600,FALSE
MCP100,20,105,100,FALSE
MCP300,20,301,300,FALSE
MCP403,20,403,430,FALSE
MCP430,20,430,400,FALSE
MCP438,20,438,400,FALSE
MCP503,20,503,500,FALSE
MCU601,20,601,600,FALSE
RHAB209,21,209,200,FALSE
RHAB413,21,413,400,FALSE
R104,22,104,100,FALSE
R109,22,109,100,FALSE
R206,22,206,200,FALSE
R411,22,411,400,FALSE
R414,22,414,400,FALSE
R418,22,418,400,FALSE
R419,22,419,400,FALSE
R421,22,421,400,FALSE
R426,22,426,400,FALSE
R439,22,439,400,FALSE
R444,22,444,400,FALSE
R502,22,502,500,FALSE
R503,22,503,500,FALSE
R506,22,506,500,FALSE
R508,22,508,500,FALSE
R510,22,510,500,FALSE
R522,22,522,500,FALSE
MCU607,22,607,600,FALSE
MCU617,22,617,600,FALSE
MCU620,22,620,600,FALSE
MCU635,22,635,600,FALSE
SAF 506,23,502,500,FALSE
SAF201,23,204,200,FALSE
SAF322,23,303,300,FALSE
SAF401,23,435,400,FALSE
SAF402,23,415,400,FALSE
SAF403,23,413,400,FALSE
SAF501,23,522,500,FALSE
SAF502,23,526,500,FALSE
SAF505,23,520,500,FALSE
SAF601,23,622,600,FALSE
MCU611,23,611,600,FALSE
SHU431,24,431,400,FALSE
SHU437,24,437,400,FALSE
TK412,25,412,400,FALSE
TK416,25,416,400,FALSE
TK420,25,420,400,FALSE
TK439,25,439,400,FALSE
TK441,25,441,400,FALSE
TK442,25,442,400,FALSE
TK503,25,503,500,FALSE
TK504,25,504,500,FALSE
TK506,25,506,500,FALSE
TK507,25,507,500,FALSE
TK515,25,515,500,FALSE
TK516,25,516,500,FALSE
TK526,25,526,500,FALSE
TK602,25,602,600,FALSE
TK603,25,603,600,FALSE
TK604,25,604,600,FALSE
TK605,25,605,600,FALSE
TK608,25,608,600,FALSE
TK610,25,610,600,FALSE
TK612,25,612,600,FALSE
TK622,25,622,600,FALSE
TK626,25,626,600,FALSE
TK627,25,627,600,FALSE
TRS102,26,102,100,FALSE
TRS414,26,414,400,FALSE
TRS418,26,418,400,FALSE
TRS421,26,421,400,FALSE
TRS439,26,439,400,FALSE
TRS502,26,502,500,FALSE
TRS522,26,522,500,FALSE
TRS620,26,620,600,FALSE
T105,27,105,100,FALSE
T106,27,106,100,FALSE
T208,27,208,200,FALSE
T411,27,411,400,FALSE
T422,27,422,400,FALSE
T441,27,441,400,FALSE
T601,27,601,600,FALSE
T504,27,504,500,FALSE
T511,27,511,500,FALSE
T514,27,514,500,FALSE
T520,27,520,500,FALSE
T523,27,523,500,FALSE
T523B,27,523,500,TRUE
T618,27,618,600,FALSE
T104,28,104,100,FALSE
T203,28,203,200,FALSE
T302,28,302,300,FALSE
T401,28,401,400,FALSE
T403,28,403,430,FALSE
T405,28,405,400,FALSE
T408,28,408,400,FALSE
T424,28,424,400,FALSE
T436,28,436,400,FALSE
T438,28,438,400,FALSE
T440,28,440,400,FALSE
T501,28,501,520,FALSE
T509,28,509,509,FALSE
T512,28,512,500,FALSE
T513,28,513,500,FALSE
T525,28,525,500,FALSE
T602,28,602,600,FALSE
T606B,28,606,600,TRUE
T611,28,611,600,FALSE
T619,28,619,600,FALSE
T205,29,205,200,FALSE
T410,29,410,400,FALSE
T425,29,425,400,FALSE
T429,29,429,400,FALSE
T430,29,430,400,FALSE
T606,29,606,600,FALSE
T620,29,620,600,FALSE
UT103,30,103,100,FALSE
UT106,30,106,100,FALSE
UT161,30,161,160,FALSE
UT202,30,202,200,FALSE
UT209,30,209,200,FALSE
UT301,30,301,300,FALSE
UT401,30,401,400,FALSE
UT402,30,402,400,FALSE
UT403,30,403,430,FALSE
UT405,30,405,400,FALSE
UT412,30,412,400,FALSE
UT413,30,413,400,FALSE
UT417,30,417,400,FALSE
UT421,30,421,400,FALSE
UT422,30,422,400,FALSE
UT501,30,501,520,FALSE
UT502,30,502,500,FALSE
UT503,30,503,500,FALSE
UT503B,30,503,500,FALSE
UT504,30,504,500,FALSE
UT504B,30,504,500,FALSE
UT504C,30,504,500,FALSE
UT506,30,506,500,FALSE
UT508,30,508,500,FALSE
UT509,30,509,509,FALSE
UT510,30,510,500,FALSE
UT511,30,511,500,FALSE
UT512,30,512,500,FALSE
UT513,30,513,500,FALSE
UT514,30,514,500,FALSE
UT515,30,515,500,FALSE
UT516,30,516,500,FALSE
UT518,30,518,500,FALSE
UT520,30,520,500,FALSE
UT520B,30,520,500,FALSE
UT522,30,522,500,FALSE
UT523,30,523,500,FALSE
UT524,30,524,500,FALSE
UT525,30,525,500,FALSE
UT525B,30,525,500,FALSE
UT526,30,526,500,FALSE
UT601,30,601,600,FALSE
UT602,30,602,600,FALSE
UT604,30,604,600,FALSE
UT605,30,605,600,FALSE
UT606,30,606,600,FALSE
UT606B,30,606,600,FALSE
UT607,30,607,600,FALSE
UT609,30,609,600,FALSE
UT609B,30,609,600,FALSE
UT610,30,610,600,FALSE
UT610B,30,610,600,FALSE
UT611,30,611,600,FALSE
UT612,30,612,600,FALSE
UT613,30,613,600,FALSE
UT614,30,614,600,FALSE
UT617,30,617,600,FALSE
UT618,30,618,600,FALSE
UT618B,30,618,600,FALSE
UT620,30,620,600,FALSE
UT625,30,625,600,FALSE
UT627,30,627,600,FALSE
UT635,30,635,600,FALSE
VC405,31,405,400,TRUE
VC414,31,414,400,TRUE
VC417,31,417,400,TRUE
VC422,31,422,400,TRUE
E463,9,463,460,FALSE
T463,27,463,460,FALSE
LA463,17,463,460,FALSE
E464,9,464,460,FALSE
T464,28,464,460,FALSE
HM464,13,464,460,FALSE
UT464,30,464,460,FALSE
E465,9,465,460,FALSE
E465B,9,465,460,TRUE
R465,22,465,460,FALSE
BC465,3,465,460,FALSE
E466,9,466,460,FALSE
TK466,25,466,460,FALSE
FM466,12,466,460,FALSE
FM466B,12,466,460,FALSE
UT466,30,466,460,FALSE
